uniqueid,assignmentid,workerid,hitid,ipaddress,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,datastring
ABY1RK8H6HC8C:3KMS4QQVK2Q34CF5IHBUV84WFPEFKI,3KMS4QQVK2Q34CF5IHBUV84WFPEFKI,ABY1RK8H6HC8C,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 22:48:57.804543,,2015-12-06 22:59:08.116022,0,102,
AJOMOSI9XX4B3:39JEC7537U1AHBP7QJZ0PBUAYATVC9,39JEC7537U1AHBP7QJZ0PBUAYATVC9,AJOMOSI9XX4B3,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 22:45:23.800351,,2015-12-06 23:03:55.523351,0,101,
A3QHZ33N578ZIX:3PIWWX1FJJ6OYUVJJM239RWBT7WJJR,3PIWWX1FJJ6OYUVJJM239RWBT7WJJR,A3QHZ33N578ZIX,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 22:58:23.818889,,2015-12-06 23:12:02.503786,0,105,
A1EXAJGNLAM0UQ:3Z4AIRP3C6DIYXK4A1BYW084AOB1XT,3Z4AIRP3C6DIYXK4A1BYW084AOB1XT,A1EXAJGNLAM0UQ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 23:17:05.111801,,2015-12-06 23:27:17.395751,0,101,
A2L8ALU7SWXUA3:3NL0RFNU0FNT6WIGY0FB4475QWIK46,3NL0RFNU0FNT6WIGY0FB4475QWIK46,A2L8ALU7SWXUA3,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:03:53.328987,,2015-12-04 16:18:30.986449,0,101,
A38ZGWB47QTEY6:3QY7M81QH7MQPJ0Z0YDI7GRFHY87KD,3QY7M81QH7MQPJ0Z0YDI7GRFHY87KD,A38ZGWB47QTEY6,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:09:51.147996,,2015-12-04 16:19:59.708375,0,102,
AAGZRIRHAMKP4:3OHYZ19UGC5RYCJC5THVOOAE2BOOA5,3OHYZ19UGC5RYCJC5THVOOAE2BOOA5,AAGZRIRHAMKP4,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:11:06.978503,,2015-12-04 16:23:05.142255,0,101,
A3HEPBN519T8XA:3RYC5T2D73T1ITHUM4GW8E4ECM2RPV,3RYC5T2D73T1ITHUM4GW8E4ECM2RPV,A3HEPBN519T8XA,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 22:50:39.970469,,2015-12-05 23:08:21.938531,0,101,
AGWB3ZV4DQI5Z:3CP1TO84PT1GLZIQNZSH90RP9TG25Y,3CP1TO84PT1GLZIQNZSH90RP9TG25Y,AGWB3ZV4DQI5Z,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 00:42:07.415916,,2015-12-05 01:00:06.50965,0,101,
A1LGZVRVBOD8G5:3ZSY5X72NXBJXT5T743HJEZO2HYRO6,3ZSY5X72NXBJXT5T743HJEZO2HYRO6,A1LGZVRVBOD8G5,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 17:48:17.74969,,2015-12-05 18:01:47.378792,0,101,
A2RQBZD42OV2EY:3HMVI3QICJS7Y2AEFXX0FEFDCSP1YF,3HMVI3QICJS7Y2AEFXX0FEFDCSP1YF,A2RQBZD42OV2EY,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 07:33:50.849085,,2015-12-05 07:47:54.702525,0,101,
A1W8X4BGMWWIV8:3YZ8UPK3VTMA4W07LTPVTPSRK1LUCG,3YZ8UPK3VTMA4W07LTPVTPSRK1LUCG,A1W8X4BGMWWIV8,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 00:42:45.890137,,2015-12-05 01:03:56.966552,0,101,
A1QC9MDXNYLFO:373ERPL3YO8ZALA13LPGDO5B1ORTR4,373ERPL3YO8ZALA13LPGDO5B1ORTR4,A1QC9MDXNYLFO,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 03:33:20.157662,,2015-12-05 03:43:31.647959,0,101,
A2ZBRJGVGODR2C:3M68NM076H7T8NZP78HN2EDXHH66RY,3M68NM076H7T8NZP78HN2EDXHH66RY,A2ZBRJGVGODR2C,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 19:07:45.506431,,2015-12-05 19:24:39.53588,0,104,
AR2QTHZSCZEY3:3IAEQB9FMEKX1SVQGPZ7VJV6QIUDWM,3IAEQB9FMEKX1SVQGPZ7VJV6QIUDWM,AR2QTHZSCZEY3,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 08:22:12.0803,,2015-12-05 08:34:45.523784,0,101,
A3N7IPV3T6URNU:3Y4W8Q93LZKKM3VLQFUB9HCSJ94VD6,3Y4W8Q93LZKKM3VLQFUB9HCSJ94VD6,A3N7IPV3T6URNU,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 18:12:45.552726,,2015-12-05 18:26:59.59363,0,101,
AU0PM6NQORG3B:3GM6G9ZBKNX8D5X9YDTZRPB1V13TMR,3GM6G9ZBKNX8D5X9YDTZRPB1V13TMR,AU0PM6NQORG3B,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 08:34:34.422685,,2015-12-05 08:48:17.393132,0,101,
A3UIDRGBV9NJWR:3OCHAWUVGOKK4Y6QIBHG1F43JTXXKC,3OCHAWUVGOKK4Y6QIBHG1F43JTXXKC,A3UIDRGBV9NJWR,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 08:58:58.785606,,2015-12-05 09:10:14.793391,0,101,
A11IF32JWNCTOK:33C7UALJVLYSJWJW2TZ6G1RBJE818P,33C7UALJVLYSJWJW2TZ6G1RBJE818P,A11IF32JWNCTOK,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 22:44:48.064405,,2015-12-05 22:57:06.984993,0,101,
A2RKOY0PIJ41R0:3A7Y0R2P2OOPTE080QH4004Q44XXJD,3A7Y0R2P2OOPTE080QH4004Q44XXJD,A2RKOY0PIJ41R0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 08:58:50.021364,,2015-12-05 09:13:11.327014,0,101,
A31FQNYTK7VAYL:3H7XDTSHKCR0DC5HIF0F14Y33ANGWC,3H7XDTSHKCR0DC5HIF0F14Y33ANGWC,A31FQNYTK7VAYL,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 18:29:54.987626,,2015-12-05 18:41:15.053782,0,102,
A38QBGUCE7N5F5:352YTHGROVD246H8SFCERCRDYHPH4E,352YTHGROVD246H8SFCERCRDYHPH4E,A38QBGUCE7N5F5,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 09:45:30.874577,,2015-12-05 09:58:43.859704,0,101,
AZCOS82D05HVB:3OJSZ2ATDSWN70FWTB9C5R8XKAP758,3OJSZ2ATDSWN70FWTB9C5R8XKAP758,AZCOS82D05HVB,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 10:33:24.234337,,,0,104,
A16MH77GA36IWN:3YW4XOSQKQLQHTQ95W0BCT90G5YU1W,3YW4XOSQKQLQHTQ95W0BCT90G5YU1W,A16MH77GA36IWN,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 21:12:59.276276,,2015-12-05 21:24:50.62315,0,101,
A2EGPL3YB5WA1K:3ZY8KE4ISJ3EBCZQV10V9GJR2OMQVZ,3ZY8KE4ISJ3EBCZQV10V9GJR2OMQVZ,A2EGPL3YB5WA1K,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 13:39:43.661684,,2015-12-05 14:04:33.976999,0,101,
A2FPU8MZLZXDFM:30BUDKLTXDV8GFU6GJNIB10E6XBE5J,30BUDKLTXDV8GFU6GJNIB10E6XBE5J,A2FPU8MZLZXDFM,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 22:29:44.93745,,,0,103,
A19XX5CGHP2R0X:3018Q3ZVOIQUVPBSXLYZIJFJD0WARS,3018Q3ZVOIQUVPBSXLYZIJFJD0WARS,A19XX5CGHP2R0X,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 18:39:20.954057,,2015-12-05 18:52:15.673151,0,101,
AN3UXKA0YXW8B:3AMW0RGHOD2G3VP2TXZFZUZ4BP6PNY,3AMW0RGHOD2G3VP2TXZFZUZ4BP6PNY,AN3UXKA0YXW8B,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 18:39:49.804415,,2015-12-05 19:01:43.938687,0,101,
ALUPAPAEX46RW:3E337GFOL98AQIW3QE9S5LLCAYKGNM,3E337GFOL98AQIW3QE9S5LLCAYKGNM,ALUPAPAEX46RW,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 18:50:59.302028,,2015-12-05 19:04:35.008265,0,101,
A14B4VC7S49JGL:3VAR3R6G1P1DFOQX8VXHSX4JCPTO8A,3VAR3R6G1P1DFOQX8VXHSX4JCPTO8A,A14B4VC7S49JGL,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 05:03:29.936759,,2015-12-06 05:14:53.525166,0,101,
A6EECZPEAV0PE:3MAOD8E57QALC4RTFO9WT7L7DOLNXQ,3MAOD8E57QALC4RTFO9WT7L7DOLNXQ,A6EECZPEAV0PE,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 22:48:16.653872,,2015-12-05 23:00:15.934128,0,101,
AT2A935FOZ3K1:3E1QT0TDFP93J2FUA0KC808X0GII8X,3E1QT0TDFP93J2FUA0KC808X0GII8X,AT2A935FOZ3K1,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 22:36:49.434801,,2015-12-05 22:53:45.40995,0,102,
AVHZJ2HQJG3NB:37UEWGM5HT8Y11YS12567IMG963R1Y,37UEWGM5HT8Y11YS12567IMG963R1Y,AVHZJ2HQJG3NB,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 02:17:16.041628,,2015-12-06 02:27:39.769873,0,101,
AAEHAJ2YCYKCO:3U0SRXB7CD51F85H6P344PZJC74RN2,3U0SRXB7CD51F85H6P344PZJC74RN2,AAEHAJ2YCYKCO,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 00:33:43.41056,,2015-12-06 00:43:39.267872,0,101,
A35V8TOU6WDH9H:3ZPBJO59KP1F4201LQD7UGLJBU1HDA,3ZPBJO59KP1F4201LQD7UGLJBU1HDA,A35V8TOU6WDH9H,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 22:53:12.664676,,2015-12-05 23:04:17.060128,0,101,
A27TW2W6U2CHBA:30BUDKLTXDV8GFU6GJNIB10E6XGE5O,30BUDKLTXDV8GFU6GJNIB10E6XGE5O,A27TW2W6U2CHBA,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 00:53:41.471884,,2015-12-06 01:04:01.183293,0,101,
A22P9IILXKCLV:3XCC1ODXDLBMI5I9MHVL8JUOHIVRQT,3XCC1ODXDLBMI5I9MHVL8JUOHIVRQT,A22P9IILXKCLV,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 01:19:48.9642,,,0,104,
A3AKF3ZDQLW75:3Z7EFSHGN9E2L0U2QY0IDWRVEKCCX2,3Z7EFSHGN9E2L0U2QY0IDWRVEKCCX2,A3AKF3ZDQLW75,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 00:47:13.594441,,2015-12-06 00:59:14.39979,0,101,
AFW4EVN6CACE6:3XCC1ODXDLBMI5I9MHVL8JUOHIYRQW,3XCC1ODXDLBMI5I9MHVL8JUOHIYRQW,AFW4EVN6CACE6,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 05:00:55.766109,,2015-12-06 05:12:53.872807,0,101,
A1K2QF3DUCG9CR:3UNH76FOCS54URW38JGYZ63GA4HYMJ,3UNH76FOCS54URW38JGYZ63GA4HYMJ,A1K2QF3DUCG9CR,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 05:19:32.644755,,,0,103,
A2ILUP6FN8HKKC:3300DTYQT2HX91D40BBL9CV52TAEQ8,3300DTYQT2HX91D40BBL9CV52TAEQ8,A2ILUP6FN8HKKC,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 05:18:06.30815,,2015-12-06 05:31:11.706589,0,101,
A1B6QBTCQHEHHK:320DUZ38G7ME7S5IBGH0CE4V1EWJG2,320DUZ38G7ME7S5IBGH0CE4V1EWJG2,A1B6QBTCQHEHHK,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 05:26:09.927557,,2015-12-06 05:37:11.627112,0,101,
A1SN7EOZUW5VP3:3IX2EGZR7BJ5WIEWRRBCBII23N7RJ6,3IX2EGZR7BJ5WIEWRRBCBII23N7RJ6,A1SN7EOZUW5VP3,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 05:30:00.384431,,2015-12-06 05:39:47.989093,0,102,
A21DIDZLLFZALH:36W0OB37HWEI735XD824L84MZCNHZL,36W0OB37HWEI735XD824L84MZCNHZL,A21DIDZLLFZALH,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-06 05:26:21.004453,,2015-12-06 05:50:31.646837,0,101,
A2FNLTAFRRQQ3A:3LRKMWOKB5HESD2FUNZXY4YKAR0Z2C,3LRKMWOKB5HESD2FUNZXY4YKAR0Z2C,A2FNLTAFRRQQ3A,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:36:19.051573,,2015-12-04 16:50:38.961545,0,101,
A1E1XXSCJHEA3T:3X08E93BHVI0M415FKEPRJM1LS5669,3X08E93BHVI0M415FKEPRJM1LS5669,A1E1XXSCJHEA3T,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:15:32.321875,,2015-12-04 16:27:20.321344,0,101,
ABJGKVPL5WF80:3I0BTBYZAXL7RDPWJET019W37ZC0Y2,3I0BTBYZAXL7RDPWJET019W37ZC0Y2,ABJGKVPL5WF80,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:16:27.794624,,2015-12-04 16:28:23.015803,0,101,
A2TGCZWUE639NF:3W8CV64QJ2Z31CNK9A858K2TK7TH9W,3W8CV64QJ2Z31CNK9A858K2TK7TH9W,A2TGCZWUE639NF,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:22:36.274472,,2015-12-04 16:31:56.107164,0,101,
A1VOH5E2IH6IB6:3HMIGG0U4L6P92UZEI6FUO2LQXQY8P,3HMIGG0U4L6P92UZEI6FUO2LQXQY8P,A1VOH5E2IH6IB6,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:18:38.15992,,,0,103,
A306GWTM2KVPJ0:3PH3VY7DJLX04T0M87O4MBE9EYUWZQ,3PH3VY7DJLX04T0M87O4MBE9EYUWZQ,A306GWTM2KVPJ0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:42:15.608146,,2015-12-04 16:53:36.631394,0,101,
A2N8CDTXFJ1LYX:392CY0QWG1R201SSYXUZROSSYSU4IG,392CY0QWG1R201SSYXUZROSSYSU4IG,A2N8CDTXFJ1LYX,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:26:47.347703,,2015-12-04 16:34:12.575787,0,102,
A1VEIFOB7BTF0M:3HL8HNGX451JNGWEEKK55ZQG4SG9FQ,3HL8HNGX451JNGWEEKK55ZQG4SG9FQ,A1VEIFOB7BTF0M,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:23:19.549105,,2015-12-04 16:35:51.88567,0,101,
AALHXO65DASIU:3RKNTXVS3MYNUJ9UM92MAQ49LKP4AC,3RKNTXVS3MYNUJ9UM92MAQ49LKP4AC,AALHXO65DASIU,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:25:14.717196,,2015-12-04 16:38:05.751959,0,101,
ATXVMEUOXGMQP:3LOTDFNYA7ZUZC9M7VUXJJYR2T1FWM,3LOTDFNYA7ZUZC9M7VUXJJYR2T1FWM,ATXVMEUOXGMQP,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:40:54.620407,,,0,103,
A3QSFMLVH7L5DF:3XCC1ODXDLBMI5I9MHVL8JUOHH0QRV,3XCC1ODXDLBMI5I9MHVL8JUOHH0QRV,A3QSFMLVH7L5DF,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 07:07:21.761208,,,0,104,
A2A4EX36X0JB4R:3QIYRE09Y3HDM3608VOPYYH687F1NH,3QIYRE09Y3HDM3608VOPYYH687F1NH,A2A4EX36X0JB4R,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:44:44.457043,,2015-12-04 16:58:47.843791,0,101,
A1W5PUJ4372XO7:3HUTX6F6VUN2T9O8SEOGI6RGQNXO2Z,3HUTX6F6VUN2T9O8SEOGI6RGQNXO2Z,A1W5PUJ4372XO7,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:33:11.408624,,2015-12-04 16:45:11.592383,0,101,
AENDL556NCWUA:39KFRKBFINVSUUHFLZVBRASL52SOYG,39KFRKBFINVSUUHFLZVBRASL52SOYG,AENDL556NCWUA,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:46:14.207467,,2015-12-04 17:04:45.918276,0,101,
AB7DD3QQ6OVJB:354GIDR5ZB6AUITBB6IR9H2JVMX001,354GIDR5ZB6AUITBB6IR9H2JVMX001,AB7DD3QQ6OVJB,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:35:52.039948,,2015-12-04 16:47:35.674521,0,101,
A2QA2NTUY5TI7A:33LKR6A5KEKBHGBK5RA17XNYXP01TH,33LKR6A5KEKBHGBK5RA17XNYXP01TH,A2QA2NTUY5TI7A,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:26:28.883921,,2015-12-04 16:48:26.702326,0,101,
A1U0RVQY9E2WQ7:3L4D84MILZSS7O0TVMZIXEGWGC6HJS,3L4D84MILZSS7O0TVMZIXEGWGC6HJS,A1U0RVQY9E2WQ7,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 16:54:30.003536,,2015-12-04 17:13:22.287792,0,101,
A3VLXMS7W75XX4:3I3WADAZ9Q4US67VAXQEGDUSAXQO52,3I3WADAZ9Q4US67VAXQEGDUSAXQO52,A3VLXMS7W75XX4,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:20:22.052727,,2015-12-04 17:30:42.587739,0,102,
AUOLRKSMSEJAD:33CID57104TJ86HUJMMT9ZSE1WUL3S,33CID57104TJ86HUJMMT9ZSE1WUL3S,AUOLRKSMSEJAD,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:17:57.62313,,2015-12-04 17:28:56.634495,0,101,
ALNWI502XLYHM:3RU7GD8VPOTDJ8H71TG1YO9AYMUSPP,3RU7GD8VPOTDJ8H71TG1YO9AYMUSPP,ALNWI502XLYHM,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:15:27.643211,,2015-12-04 17:30:16.295105,0,105,
A37U181QDB0FQX:3VE8AYVF8MXJ9BD49SER53V5KM08F2,3VE8AYVF8MXJ9BD49SER53V5KM08F2,A37U181QDB0FQX,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:16:57.00368,,2015-12-04 17:29:09.803812,0,101,
A10BX5AD14TGMB:3VBEN272MKZ76VO8YAQE4FVIXV7GS9,3VBEN272MKZ76VO8YAQE4FVIXV7GS9,A10BX5AD14TGMB,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:21:42.132013,,2015-12-04 17:31:30.051479,0,101,
AMC42JMQA8A5U:3SITXWYCNV9JBV2WCY4N2CLDWXIBXW,3SITXWYCNV9JBV2WCY4N2CLDWXIBXW,AMC42JMQA8A5U,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:19:37.278025,,2015-12-04 17:37:56.524132,0,101,
ATL7NA3R9R7VN:3LKC68YZ3A3O5PMF6YDN6D75UUUWOR,3LKC68YZ3A3O5PMF6YDN6D75UUUWOR,ATL7NA3R9R7VN,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:30:46.208148,,2015-12-04 17:39:26.439121,0,102,
A681XM15AN28F:3GNA64GUZE4XDIKBPAII5IPSPY8Q5C,3GNA64GUZE4XDIKBPAII5IPSPY8Q5C,A681XM15AN28F,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:17:54.134395,,2015-12-04 17:39:16.37999,0,101,
A2JSVCOSCUHJYE:3EFE17QCRC5L6RJJIG8WPF7JCVLSHL,3EFE17QCRC5L6RJJIG8WPF7JCVLSHL,A2JSVCOSCUHJYE,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:28:05.925924,,2015-12-04 17:41:13.926627,0,101,
A3NF84Q37D7F35:3S06PH7KSR440RFNJ1AM2T5CU3F1D1,3S06PH7KSR440RFNJ1AM2T5CU3F1D1,A3NF84Q37D7F35,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:20:35.63451,,2015-12-04 17:39:37.08003,0,101,
A320TVQ2OXVI5L:3ZGVPD4G6TH8CCWSD2JTZR7AA4FTZ0,3ZGVPD4G6TH8CCWSD2JTZR7AA4FTZ0,A320TVQ2OXVI5L,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:33:17.096681,,2015-12-04 17:45:27.678576,0,101,
A2XI8LHDAE2QNJ:3P1L2B7AD1P8UVAG2K6LX2QPWNQLON,3P1L2B7AD1P8UVAG2K6LX2QPWNQLON,A2XI8LHDAE2QNJ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:23:51.435899,,2015-12-04 17:41:28.25896,0,105,
A2X0V3YSLGPXDV:3OUYGIZWR7YDIZXVSRXHOI3R3UBP0Z,3OUYGIZWR7YDIZXVSRXHOI3R3UBP0Z,A2X0V3YSLGPXDV,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:31:26.227274,,2015-12-04 17:41:24.423356,0,101,
ARLK61ZSLNTA0:3X0H8UUIT1O33HE8DFUWQIH6RJXWSO,3X0H8UUIT1O33HE8DFUWQIH6RJXWSO,ARLK61ZSLNTA0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:31:52.223614,,2015-12-04 17:42:43.981764,0,101,
AJIGV550XJCR5:3EF8EXOTT1VH3DFFTXWX5R0PZNCJ1X,3EF8EXOTT1VH3DFFTXWX5R0PZNCJ1X,AJIGV550XJCR5,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:42:06.676858,,,0,103,
A2SS3OZESN3C5U:3VE8AYVF8MXJ9BD49SER53V5KM1F8A,3VE8AYVF8MXJ9BD49SER53V5KM1F8A,A2SS3OZESN3C5U,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:29:19.210762,,2015-12-04 17:42:48.359455,0,101,
A3UQM89QJ1V6M4:3HOSI13XHZOYSMVZZUUH3V6LJ0IDD3,3HOSI13XHZOYSMVZZUUH3V6LJ0IDD3,A3UQM89QJ1V6M4,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:40:06.000948,,2015-12-04 17:48:21.034707,0,101,
A13J52GWJM60EM:3UWN2HHPUY5DGN5ULE39UZ4FY7USNU,3UWN2HHPUY5DGN5ULE39UZ4FY7USNU,A13J52GWJM60EM,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:30:35.527199,,2015-12-04 17:45:00.180558,0,101,
AVQWX16H09F6V:36PW28KO4ZW5ML6NBFEZJCG0Y9MAER,36PW28KO4ZW5ML6NBFEZJCG0Y9MAER,AVQWX16H09F6V,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:37:01.726271,,2015-12-04 17:49:16.439188,0,101,
A3OQIGNLZRO6AJ:37FMASSAYCRML0D1DC4MZ2YY8KEIB3,37FMASSAYCRML0D1DC4MZ2YY8KEIB3,A3OQIGNLZRO6AJ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:36:42.8214,,2015-12-04 17:47:53.258151,0,101,
A2NXVFI7FYB93O:33JKGHPFYCUAISSP1H7NIQ596ICNMD,33JKGHPFYCUAISSP1H7NIQ596ICNMD,A2NXVFI7FYB93O,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:35:03.033167,,2015-12-04 17:52:14.33715,0,101,
AUNW2I9WZAOOA:3R2UR8A0IAG3UPR5G3998WLC3W0XOL,3R2UR8A0IAG3UPR5G3998WLC3W0XOL,AUNW2I9WZAOOA,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:40:35.17713,,2015-12-04 17:53:17.573798,0,101,
A370C4F364XPAZ:33IZTU6J811ISHJYNKQIS1VD0L3XSI,33IZTU6J811ISHJYNKQIS1VD0L3XSI,A370C4F364XPAZ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 17:41:56.207883,,2015-12-04 17:55:48.392105,0,101,
A7F9A1P6F72D8:3LOZAJ85YDDPNI20T5BC1JI92SP2X7,3LOZAJ85YDDPNI20T5BC1JI92SP2X7,A7F9A1P6F72D8,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 00:28:35.089389,,2015-12-05 00:42:24.779946,0,101,
